234,"Pau D'Arco, PA"
235,"Peixe-Boi, PA"
236,"Picarra, PA"
237,"Placas, PA"
238,"Ponta de Pedras, PA"
239,"Portel, PA"
240,"Porto de Moz, PA"
241,"Prainha, PA"
242,"Primavera, PA"
243,"Quatipuru, PA"
244,"Redencao, PA"
245,"Rio Maria, PA"
246,"Rondon do Para, PA"
247,"Ruropolis, PA"
248,"Salinopolis, PA"
249,"Salvaterra, PA"
250,"Santa Barbara do Para, PA"
251,"Santa Cruz do Arari, PA"
252,"Santa Isabel do Para, PA"
253,"Santa Luzia do Para, PA"
254,"Santa Maria das Barreiras, PA"
255,"Santa Maria do Para, PA"
256,"Santana do Araguaia, PA"
257,"Santarem, PA"
258,"Santarem Novo, PA"
259,"Santo Antonio do Taua, PA"
260,"Sao Caetano de Odivelas, PA"
261,"Sao Domingos do Araguaia, PA"
262,"Sao Domingos do Capim, PA"
263,"Sao Felix do Xingu, PA"
264,"Sao Francisco do Para, PA"
265,"Sao Geraldo do Araguaia, PA"
266,"Sao Joao da Ponta, PA"
267,"Sao Joao de Pirabas, PA"
268,"Sao Joao do Araguaia, PA"
269,"Sao Miguel do Guama, PA"
270,"Sao Sebastiao da Boa Vista, PA"
271,"Sapucaia, PA"
272,"Senador Jose Porfirio, PA"
273,"Soure, PA"
274,"Tailandia, PA"
275,"Terra Alta, PA"
276,"Terra Santa, PA"
277,"Tome-Acu, PA"
278,"Tracuateua, PA"
279,"Trairao, PA"
280,"Tucuma, PA"
281,"Tucurui, PA"
282,"Ulianopolis, PA"
283,"Uruara, PA"
284,"Vigia, PA"
285,"Viseu, PA"
286,"Vitoria do Xingu, PA"
287,"Xinguara, PA"
288,"Amapa, AP"
289,"Calcoene, AP"
290,"Cutias, AP"
291,"Ferreira Gomes, AP"
292,"Itaubal, AP"
293,"Laranjal do Jari, AP"
294,"Macapa, AP"
295,"Mazagao, AP"
296,"Oiapoque, AP"
297,"Pedra Branca do Amapari, AP"
298,"Porto Grande, AP"
299,"Santana, AP"
300,"Serra do Navio, AP"
301,"Tartarugalzinho, AP"
302,"Vitoria do Jari, AP"
303,"Aguiarnopolis, TO"
304,"Alianca do Tocantins, TO"
305,"Almas, TO"
306,"Alvorada, TO"
307,"Ananas, TO"
308,"Angico, TO"
309,"Aparecida do Rio Negro, TO"
310,"Aragominas, TO"
311,"Araguacema, TO"
312,"Araguacu, TO"
313,"Araguaina, TO"
314,"Araguana, TO"
315,"Araguatins, TO"
316,"Arapoema, TO"
317,"Arraias, TO"
318,"Augustinopolis, TO"
319,"Aurora do Tocantins, TO"
320,"Axixa do Tocantins, TO"
321,"Babaculandia, TO"
322,"Bandeirantes do Tocantins, TO"
323,"Barra do Ouro, TO"
324,"Barrolandia, TO"
325,"Bernardo Sayao, TO"
326,"Bom Jesus do Tocantins, TO"
327,"Brasilandia do Tocantins, TO"
328,"Brejinho de Nazare, TO"
329,"Buriti do Tocantins, TO"
330,"Campos Lindos, TO"
331,"Cariri do Tocantins, TO"
332,"Carmolandia, TO"
333,"Carrasco Bonito, TO"
334,"Caseara, TO"
335,"Chapada da Natividade, TO"
336,"Chapada de Areia, TO"
337,"Colinas do Tocantins, TO"
338,"Colmeia, TO"
339,"Combinado, TO"
340,"Conceicao do Tocantins, TO"
341,"Couto Magalhaes, TO"
342,"Cristalandia, TO"
343,"Darcinopolis, TO"
344,"Dianopolis, TO"
345,"Divinopolis do Tocantins, TO"
346,"Dois Irmaos do Tocantins, TO"
347,"Duere, TO"
348,"Esperantina, TO"
349,"Fatima, TO"
350,"Figueiropolis, TO"
351,"Filadelfia, TO"
352,"Formoso do Araguaia, TO"
353,"Fortaleza do Tabocao, TO"
354,"Goianorte, TO"
355,"Goiatins, TO"
356,"Guarai, TO"
357,"Gurupi, TO"
358,"Ipueiras, TO"
359,"Itacaja, TO"
360,"Itaguatins, TO"
361,"Jau do Tocantins, TO"
362,"Lagoa da Confusao, TO"
363,"Lajeado, TO"
364,"Luzinopolis, TO"
365,"Marianopolis do Tocantins, TO"
366,"Mateiros, TO"
367,"Maurilandia do Tocantins, TO"
368,"Miracema do Tocantins, TO"
369,"Miranorte, TO"
370,"Monte do Carmo, TO"
371,"Monte Santo do Tocantins, TO"
372,"Muricilandia, TO"
373,"Natividade, TO"
374,"Nazare, TO"
375,"Nova Olinda, TO"
376,"Nova Rosalandia, TO"
377,"Novo Acordo, TO"
378,"Novo Alegre, TO"
379,"Novo Jardim, TO"
380,"Palmas, TO"
381,"Palmeirante, TO"
382,"Palmeiras do Tocantins, TO"
383,"Palmeiropolis, TO"
384,"Paraiso do Tocantins, TO"
385,"Parana, TO"
386,"Pau D'Arco, TO"
387,"Pedro Afonso, TO"
388,"Peixe, TO"
389,"Pequizeiro, TO"
390,"Piraque, TO"
391,"Pium, TO"
392,"Ponte Alta do Bom Jesus, TO"
393,"Ponte Alta do Tocantins, TO"
394,"Porto Nacional, TO"
395,"Praia Norte, TO"
396,"Presidente Kennedy, TO"
397,"Pugmil, TO"
398,"Riachinho, TO"
399,"Rio dos Bois, TO"
400,"Rio Sono, TO"
401,"Sampaio, TO"
402,"Santa Fe do Araguaia, TO"
403,"Santa Maria do Tocantins, TO"
404,"Santa Rita do Tocantins, TO"
405,"Santa Rosa do Tocantins, TO"
406,"Santa Tereza do Tocantins, TO"
407,"Santa Terezinha do Tocantins, TO"
408,"Sao Bento do Tocantins, TO"
409,"Sao Felix do Tocantins, TO"
410,"Sao Miguel do Tocantins, TO"
411,"Sao Salvador do Tocantins, TO"
412,"Sao Sebastiao do Tocantins, TO"
413,"Sao Valerio da Natividade, TO"
414,"Silvanopolis, TO"
415,"Sitio Novo do Tocantins, TO"
416,"Sucupira, TO"
417,"Taguatinga, TO"
418,"Taipas do Tocantins, TO"
419,"Talisma, TO"
420,"Tocantinia, TO"
421,"Tocantinopolis, TO"
422,"Tupiratins, TO"
423,"Wanderlandia, TO"
424,"Xambioa, TO"
425,"Acailandia, MA"
426,"Afonso Cunha, MA"
427,"agua Doce do Maranhao, MA"
428,"Alcantara, MA"
429,"Aldeias Altas, MA"
430,"Altamira do Maranhao, MA"
431,"Alto Alegre do Maranhao, MA"
432,"Alto Alegre do Pindare, MA"
433,"Alto Parnaiba, MA"
434,"Amapa do Maranhao, MA"
435,"Amarante do Maranhao, MA"
436,"Anajatuba, MA"
437,"Anapurus, MA"
438,"Apicum-Acu, MA"
439,"Araguana, MA"
440,"Araioses, MA"
441,"Arame, MA"
442,"Arari, MA"
443,"Axixa, MA"
444,"Bacabal, MA"
445,"Bacabeira, MA"
446,"Bacuri, MA"
447,"Bacurituba, MA"
448,"Balsas, MA"
449,"Barao de Grajau, MA"
450,"Barra do Corda, MA"
451,"Barreirinhas, MA"
452,"Bela Vista do Maranhao, MA"
453,"Belagua, MA"
454,"Benedito Leite, MA"
455,"Bequimao, MA"
456,"Bernardo do Mearim, MA"
457,"Boa Vista do Gurupi, MA"
458,"Bom Jardim, MA"
459,"Bom Jesus das Selvas, MA"
460,"Bom Lugar, MA"
461,"Brejo, MA"
462,"Brejo de Areia, MA"
463,"Buriti, MA"
464,"Buriti Bravo, MA"
465,"Buriticupu, MA"
466,"Buritirana, MA"
467,"Cachoeira Grande, MA"
468,"Cajapio, MA"
469,"Cajari, MA"
470,"Campestre do Maranhao, MA"
471,"Candido Mendes, MA"
472,"Cantanhede, MA"
473,"Capinzal do Norte, MA"
474,"Carolina, MA"
475,"Carutapera, MA"
476,"Caxias, MA"
477,"Cedral, MA"
478,"Central do Maranhao, MA"
479,"Centro do Guilherme, MA"
480,"Centro Novo do Maranhao, MA"
481,"Chapadinha, MA"
482,"Cidelandia, MA"
483,"Codo, MA"
484,"Coelho Neto, MA"
485,"Colinas, MA"
486,"Conceicao do Lago-Acu, MA"
487,"Coroata, MA"
488,"Cururupu, MA"
489,"Davinopolis, MA"
490,"Dom Pedro, MA"
491,"Duque Bacelar, MA"
492,"Esperantinopolis, MA"
493,"Estreito, MA"
494,"Feira Nova do Maranhao, MA"
495,"Fernando Falcao, MA"
496,"Formosa da Serra Negra, MA"
497,"Fortaleza dos Nogueiras, MA"
498,"Fortuna, MA"
499,"Godofredo Viana, MA"
500,"Goncalves Dias, MA"
501,"Governador Archer, MA"
502,"Governador Edison Lobao, MA"
503,"Governador Eugenio Barros, MA"
504,"Governador Luiz Rocha, MA"
505,"Governador Newton Bello, MA"
506,"Governador Nunes Freire, MA"
507,"Graca Aranha, MA"
508,"Grajau, MA"
509,"Guimaraes, MA"
510,"Humberto de Campos, MA"
511,"Icatu, MA"
512,"Igarape do Meio, MA"
513,"Igarape Grande, MA"
514,"Imperatriz, MA"
515,"Itaipava do Grajau, MA"
516,"Itapecuru Mirim, MA"
517,"Itinga do Maranhao, MA"
518,"Jatoba, MA"
519,"Jenipapo dos Vieiras, MA"
520,"Joao Lisboa, MA"
521,"Joselandia, MA"
522,"Junco do Maranhao, MA"
523,"Lago da Pedra, MA"
524,"Lago do Junco, MA"
525,"Lago dos Rodrigues, MA"
526,"Lago Verde, MA"
527,"Lagoa do Mato, MA"
528,"Lagoa Grande do Maranhao, MA"
529,"Lajeado Novo, MA"
530,"Lima Campos, MA"
531,"Loreto, MA"
532,"Luis Domingues, MA"
533,"Magalhaes de Almeida, MA"
534,"Maracacume, MA"
535,"Maraja do Sena, MA"
536,"Maranhaozinho, MA"
537,"Mata Roma, MA"
538,"Matinha, MA"
539,"Matoes, MA"
540,"Matoes do Norte, MA"
541,"Milagres do Maranhao, MA"
542,"Mirador, MA"
543,"Miranda do Norte, MA"
544,"Mirinzal, MA"
545,"Moncao, MA"
546,"Montes Altos, MA"
547,"Morros, MA"
548,"Nina Rodrigues, MA"
549,"Nova Iorque, MA"
550,"Nova Olinda do Maranhao, MA"
551,"Olho d'agua das Cunhas, MA"
552,"Olinda Nova do Maranhao, MA"
553,"Paco do Lumiar, MA"
554,"Palmeirandia, MA"
555,"Paraibano, MA"
556,"Parnarama, MA"
557,"Passagem Franca, MA"
558,"Pastos Bons, MA"
559,"Paulino Neves, MA"
560,"Paulo Ramos, MA"
561,"Pedreiras, MA"
562,"Pedro do Rosario, MA"
563,"Penalva, MA"
564,"Peri Mirim, MA"
565,"Peritoro, MA"
566,"Pindare-Mirim, MA"
567,"Pinheiro, MA"
568,"Pio XII, MA"
569,"Pirapemas, MA"
570,"Pocao de Pedras, MA"
571,"Porto Franco, MA"
572,"Porto Rico do Maranhao, MA"
573,"Presidente Dutra, MA"
574,"Presidente Juscelino, MA"
575,"Presidente Medici, MA"
576,"Presidente Sarney, MA"
577,"Presidente Vargas, MA"
578,"Primeira Cruz, MA"
579,"Raposa, MA"
580,"Riachao, MA"
581,"Ribamar Fiquene, MA"
582,"Rosario, MA"
583,"Sambaiba, MA"
584,"Santa Filomena do Maranhao, MA"
585,"Santa Helena, MA"
586,"Santa Ines, MA"
587,"Santa Luzia, MA"
588,"Santa Luzia do Parua, MA"
589,"Santa Quiteria do Maranhao, MA"
590,"Santa Rita, MA"
591,"Santana do Maranhao, MA"
592,"Santo Amaro do Maranhao, MA"
593,"Santo Antonio dos Lopes, MA"
594,"Sao Benedito do Rio Preto, MA"
595,"Sao Bento, MA"
596,"Sao Bernardo, MA"
597,"Sao Domingos do Azeitao, MA"
598,"Sao Domingos do Maranhao, MA"
599,"Sao Felix de Balsas, MA"
600,"Sao Francisco do Brejao, MA"
601,"Sao Francisco do Maranhao, MA"
602,"Sao Joao Batista, MA"
603,"Sao Joao do Caru, MA"
604,"Sao Joao do Paraiso, MA"
605,"Sao Joao do Soter, MA"
606,"Sao Joao dos Patos, MA"
607,"Sao Jose de Ribamar, MA"
608,"Sao Jose dos Basilios, MA"
609,"Sao Luis, MA"
610,"Sao Luis Gonzaga do Maranhao, MA"
611,"Sao Mateus do Maranhao, MA"
612,"Sao Pedro da agua Branca, MA"
613,"Sao Pedro dos Crentes, MA"
614,"Sao Raimundo das Mangabeiras, MA"
615,"Sao Raimundo do Doca Bezerra, MA"
616,"Sao Roberto, MA"
617,"Sao Vicente Ferrer, MA"
618,"Satubinha, MA"
619,"Senador Alexandre Costa, MA"
620,"Senador La Rocque, MA"
621,"Serrano do Maranhao, MA"
622,"Sitio Novo, MA"
623,"Sucupira do Norte, MA"
624,"Tasso Fragoso, MA"
625,"Timbiras, MA"
626,"Timon, MA"
627,"Trizidela do Vale, MA"
628,"Tufilandia, MA"
629,"Tuntum, MA"
630,"Turiacu, MA"
631,"Turilandia, MA"
632,"Tutoia, MA"
633,"Urbano Santos, MA"
634,"Vargem Grande, MA"
635,"Viana, MA"
636,"Vila Nova dos Martirios, MA"
637,"Vitoria do Mearim, MA"
638,"Vitorino Freire, MA"
639,"Ze Doca, MA"
640,"Agricolandia, PI"
641,"agua Branca, PI"
642,"Alagoinha do Piaui, PI"
643,"Alegrete do Piaui, PI"
644,"Alto Longa, PI"
645,"Altos, PI"
646,"Alvorada do Gurgueia, PI"
647,"Amarante, PI"
648,"Angical do Piaui, PI"
649,"Anisio de Abreu, PI"
650,"Aroazes, PI"
651,"Arraial, PI"
652,"Avelino Lopes, PI"
653,"Baixa Grande do Ribeiro, PI"
654,"Barra D'Alcantara, PI"
655,"Barras, PI"
656,"Barro Duro, PI"
657,"Batalha, PI"
658,"Belem do Piaui, PI"
659,"Beneditinos, PI"
660,"Bertolinia, PI"
661,"Boa Hora, PI"
662,"Bocaina, PI"
663,"Bom Jesus, PI"
664,"Bom Principio do Piaui, PI"
665,"Bonfim do Piaui, PI"
666,"Boqueirao do Piaui, PI"
667,"Brasileira, PI"
668,"Buriti dos Lopes, PI"
669,"Buriti dos Montes, PI"
670,"Cabeceiras do Piaui, PI"
671,"Cajazeiras do Piaui, PI"
672,"Cajueiro da Praia, PI"
673,"Caldeirao Grande do Piaui, PI"
674,"Campinas do Piaui, PI"
675,"Campo Alegre do Fidalgo, PI"
676,"Campo Grande do Piaui, PI"
677,"Campo Maior, PI"
678,"Canavieira, PI"
679,"Canto do Buriti, PI"
680,"Capitao de Campos, PI"
681,"Caracol, PI"
682,"Caraubas do Piaui, PI"
683,"Caridade do Piaui, PI"
684,"Castelo do Piaui, PI"
685,"Cocal, PI"
686,"Cocal de Telha, PI"
687,"Cocal dos Alves, PI"
688,"Coivaras, PI"
689,"Colonia do Piaui, PI"
690,"Coronel Jose Dias, PI"
691,"Corrente, PI"
692,"Cristino Castro, PI"
693,"Curimata, PI"
694,"Curralinhos, PI"
695,"Demerval Lobao, PI"
696,"Dirceu Arcoverde, PI"
697,"Dom Expedito Lopes, PI"
698,"Dom Inocencio, PI"
699,"Elesbao Veloso, PI"
700,"Eliseu Martins, PI"
701,"Esperantina, PI"
702,"Fartura do Piaui, PI"
703,"Flores do Piaui, PI"
704,"Floresta do Piaui, PI"
705,"Floriano, PI"
706,"Francinopolis, PI"
707,"Francisco Ayres, PI"
708,"Francisco Santos, PI"
709,"Fronteiras, PI"
710,"Geminiano, PI"
711,"Gilbues, PI"
712,"Guadalupe, PI"
713,"Guaribas, PI"
714,"Hugo Napoleao, PI"
715,"Ilha Grande, PI"
716,"Inhuma, PI"
717,"Ipiranga do Piaui, PI"
718,"Isaias Coelho, PI"
719,"Itainopolis, PI"
720,"Itaueira, PI"
721,"Jaicos, PI"
722,"Jardim do Mulato, PI"
723,"Jatoba do Piaui, PI"
724,"Joao Costa, PI"
725,"Joaquim Pires, PI"
726,"Joca Marques, PI"
727,"Jose de Freitas, PI"
728,"Juazeiro do Piaui, PI"
729,"Jurema, PI"
730,"Lagoa Alegre, PI"
731,"Lagoa de Sao Francisco, PI"
732,"Lagoa do Sitio, PI"
733,"Lagoinha do Piaui, PI"
734,"Landri Sales, PI"
735,"Luis Correia, PI"
736,"Luzilandia, PI"
737,"Madeiro, PI"
738,"Manoel Emidio, PI"
739,"Marcolandia, PI"
740,"Marcos Parente, PI"
741,"Massape do Piaui, PI"
742,"Matias Olimpio, PI"
743,"Miguel Alves, PI"
744,"Miguel Leao, PI"
745,"Monsenhor Gil, PI"
746,"Monte Alegre do Piaui, PI"
747,"Morro Cabeca no Tempo, PI"
748,"Morro do Chapeu do Piaui, PI"
749,"Murici dos Portelas, PI"
750,"Nazare do Piaui, PI"
751,"Nossa Senhora de Nazare, PI"
752,"Nossa Senhora dos Remedios, PI"
753,"Novo Oriente do Piaui, PI"
754,"Novo Santo Antonio, PI"
755,"Oeiras, PI"
756,"Olho D'agua do Piaui, PI"
757,"Padre Marcos, PI"
758,"Paes Landim, PI"
759,"Palmeira do Piaui, PI"
760,"Palmeirais, PI"
761,"Paqueta, PI"
762,"Parnagua, PI"
763,"Parnaiba, PI"
764,"Passagem Franca do Piaui, PI"
765,"Patos do Piaui, PI"
766,"Paulistana, PI"
767,"Pedro II, PI"
768,"Picos, PI"
769,"Pimenteiras, PI"
770,"Pio IX, PI"
771,"Piracuruca, PI"
772,"Piripiri, PI"
773,"Porto, PI"
774,"Porto Alegre do Piaui, PI"
775,"Prata do Piaui, PI"
776,"Queimada Nova, PI"
777,"Redencao do Gurgueia, PI"
778,"Regeneracao, PI"
779,"Ribeira do Piaui, PI"
780,"Ribeiro Goncalves, PI"
781,"Rio Grande do Piaui, PI"
782,"Santa Cruz do Piaui, PI"
783,"Santa Cruz dos Milagres, PI"
784,"Santa Filomena, PI"
785,"Santa Luz, PI"
786,"Santa Rosa do Piaui, PI"
787,"Santo Antonio de Lisboa, PI"
788,"Santo Inacio do Piaui, PI"
789,"Sao Braz do Piaui, PI"
790,"Sao Felix do Piaui, PI"
791,"Sao Francisco do Piaui, PI"
792,"Sao Goncalo do Piaui, PI"
793,"Sao Joao da Canabrava, PI"
794,"Sao Joao da Fronteira, PI"
795,"Sao Joao da Serra, PI"
796,"Sao Joao da Varjota, PI"
797,"Sao Joao do Arraial, PI"
798,"Sao Joao do Piaui, PI"
799,"Sao Jose do Divino, PI"
800,"Sao Jose do Peixe, PI"
801,"Sao Jose do Piaui, PI"
802,"Sao Juliao, PI"
803,"Sao Lourenco do Piaui, PI"
804,"Sao Luis do Piaui, PI"
805,"Sao Miguel da Baixa Grande, PI"
806,"Sao Miguel do Tapuio, PI"
807,"Sao Pedro do Piaui, PI"
808,"Sao Raimundo Nonato, PI"
809,"Sebastiao Leal, PI"
810,"Sigefredo Pacheco, PI"
811,"Simoes, PI"
812,"Simplicio Mendes, PI"
813,"Socorro do Piaui, PI"
814,"Sussuapara, PI"
815,"Tamboril do Piaui, PI"
816,"Tanque do Piaui, PI"
817,"Teresina, PI"
818,"Uniao, PI"
819,"Urucui, PI"
820,"Valenca do Piaui, PI"
821,"Varzea Branca, PI"
822,"Varzea Grande, PI"
823,"Vera Mendes, PI"
824,"Wall Ferraz, PI"
825,"Abaiara, CE"
826,"Acarape, CE"
827,"Acarau, CE"
828,"Acopiara, CE"
829,"Aiuaba, CE"
830,"Alcantaras, CE"
831,"Altaneira, CE"
832,"Alto Santo, CE"
833,"Amontada, CE"
834,"Antonina do Norte, CE"
835,"Apuiares, CE"
836,"Aquiraz, CE"
837,"Aracati, CE"
838,"Aracoiaba, CE"
839,"Ararenda, CE"
840,"Araripe, CE"
841,"Aratuba, CE"
842,"Arneiroz, CE"
843,"Assare, CE"
844,"Aurora, CE"
845,"Baixio, CE"
846,"Banabuiu, CE"
847,"Barbalha, CE"
848,"Barreira, CE"
849,"Barro, CE"
850,"Barroquinha, CE"
851,"Baturite, CE"
852,"Beberibe, CE"
853,"Bela Cruz, CE"
854,"Boa Viagem, CE"
855,"Brejo Santo, CE"
856,"Camocim, CE"
857,"Campos Sales, CE"
858,"Caninde, CE"
859,"Capistrano, CE"
860,"Caridade, CE"
861,"Carire, CE"
862,"Caririacu, CE"
863,"Carius, CE"
864,"Carnaubal, CE"
865,"Cascavel, CE"
866,"Catarina, CE"
867,"Catunda, CE"
868,"Caucaia, CE"
869,"Cedro, CE"
870,"Chaval, CE"
871,"Choro, CE"
872,"Chorozinho, CE"
873,"Coreau, CE"
874,"Crateus, CE"
875,"Crato, CE"
876,"Croata, CE"
877,"Cruz, CE"
878,"Deputado Irapuan Pinheiro, CE"
879,"Erere, CE"
880,"Eusebio, CE"
881,"Farias Brito, CE"
882,"Forquilha, CE"
883,"Fortaleza, CE"
884,"Fortim, CE"
885,"Frecheirinha, CE"
886,"General Sampaio, CE"
887,"Graca, CE"
888,"Granja, CE"
889,"Granjeiro, CE"
890,"Groairas, CE"
891,"Guaiuba, CE"
892,"Guaraciaba do Norte, CE"
893,"Guaramiranga, CE"
894,"Hidrolandia, CE"
895,"Horizonte, CE"
896,"Ibaretama, CE"
897,"Ibiapina, CE"
898,"Ibicuitinga, CE"
899,"Icapui, CE"
900,"Ico, CE"
901,"Iguatu, CE"
902,"Independencia, CE"
903,"Ipaporanga, CE"
904,"Ipaumirim, CE"
905,"Ipu, CE"
906,"Ipueiras, CE"
907,"Iracema, CE"
908,"Iraucuba, CE"
909,"Itaicaba, CE"
910,"Itaitinga, CE"
911,"Itapage, CE"
